gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.94999694824219,69.94999694824219,Yes
Male,No,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.8499984741211,4627.64990234375,No
Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.6500015258789,6717.89990234375,No
Female,No,Yes,No,2,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.59999847412109,97.0999984741211,Yes
Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.94999694824219,1710.449951171875,Yes
Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4000244140625,No
Female,No,No,No,5,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.149999618530277,117.9499969482422,No
Male,No,No,No,54,No,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.20000076293945,2460.550048828125,No
Female,No,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.64990234375,Yes
Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.8499984741211,2165.050048828125,Yes
Female,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.4499969482422,4941.7998046875,Yes
Male,No,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.150001525878906,223.1499938964844,Yes
Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.19999694824219,181.1000061035156,Yes
Female,No,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.0999984741211,341.45001220703125,Yes
Male,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85009765625,No
Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9000015258789,357.75,Yes
Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.69999694824219,4616.10009765625,No
Female,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7001953125,Yes
Female,No,No,Yes,31,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),20.100000381469727,589.25,No
Male,No,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.79999923706055,750.0999755859375,No
Female,No,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.900001525878906,1410.25,No
Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.44999694824219,830.8499755859375,Yes
Male,No,Yes,No,38,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),20.399999618530277,743.5,No
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.29999923706055,45.29999923706055,Yes
Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.0999984741211,7040.85009765625,Yes
Male,No,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4000015258789,3865.449951171875,No
Male,No,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.1500015258789,6825.64990234375,No
Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.0999755859375,No
Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.6499938964844,Yes
Male,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.6999969482422,1184.0,No
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.8499984741211,8477.7001953125,No
Male,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85009765625,No
Female,No,Yes,No,24,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.149999618530277,456.8500061035156,No
Female,No,No,No,15,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.600000381469727,331.6000061035156,No
Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.5999984741211,6056.14990234375,Yes
Male,No,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95000076293945,134.60000610351562,No
Female,No,Yes,Yes,5,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.049999237060547,125.5,No
Female,No,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.1500015258789,1390.5999755859375,Yes
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,20.200000762939453,20.200000762939453,Yes
Male,No,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.29999923706055,2511.300048828125,No
Female,No,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.95000076293945,2737.050048828125,No
Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.30000305175781,74.30000305175781,No
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.5999984741211,70.5999984741211,No
Female,No,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8000030517578,2361.800048828125,Yes
Male,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.3499984741211,1730.3499755859375,Yes
Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.5500030517578,6404.0,No
Male,No,No,No,7,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.450000762939453,165.35000610351562,No
Female,Yes,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.44999694824219,1867.5999755859373,No
Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.6500015258789,1043.300048828125,No
Male,No,No,No,7,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,19.5,128.60000610351562,No
Female,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.4501953125,No
Female,No,No,Yes,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.700000762939453,24.700000762939453,No
Male,No,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.4000015258789,206.1499938964844,No
Male,Yes,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8000030517578,2030.300048828125,Yes
Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.4000015258789,5869.39990234375,No
Female,No,Yes,No,71,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.59999847412109,3377.800048828125,No
Female,No,Yes,Yes,69,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.399999618530277,1346.199951171875,No
Female,No,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.8499984741211,4946.0498046875,No
Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.3499984741211,4065.0,Yes
Female,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.400001525878906,106.5500030517578,Yes
Male,No,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.4499969482422,4964.7001953125,No
Male,No,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,No
Female,No,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.19999694824219,1742.75,Yes
Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6500015258789,6224.7998046875,No
Male,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.9499969482422,3415.25,No
Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.3499984741211,6325.25,No
Male,No,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.70000076293945,340.25,Yes
Female,No,No,No,66,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),25.149999618530277,1683.5999755859375,No
Male,No,Yes,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4000015258789,3966.300048828125,No
Female,No,Yes,Yes,30,Yes,No,No,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),19.549999237060547,608.5,No
Female,No,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.3499984741211,2896.60009765625,No
Male,No,Yes,Yes,64,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,24.799999237060547,1514.8499755859375,No
Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.1500015258789,6792.4501953125,No
Male,No,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.75,4669.2001953125,No
Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5999984741211,95.5999984741211,Yes
Female,No,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.300048828125,Yes
Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),94.0999984741211,6302.7998046875,No
Male,No,No,Yes,39,Yes,No,No,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),19.350000381469727,779.2000122070312,No
Male,No,No,No,14,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.899999618530277,283.75,No
Female,Yes,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.1500015258789,4600.7001953125,Yes
Male,Yes,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0500030517578,5594.0,No
Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.09999847412109,772.8499755859375,No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.3499984741211,71.3499984741211,Yes
Male,No,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.84999847412109,857.7999877929688,No
Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.0500030517578,7554.0498046875,No
Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.0999984741211,5981.64990234375,No
Female,No,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.30000305175781,1702.9000244140625,No
Male,No,No,Yes,21,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,24.700000762939453,467.1499938964844,No
Female,No,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,20.149999618530277,20.149999618530277,Yes
Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Yes
Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.1999969482422,2931.0,Yes
Male,No,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.8499984741211,1400.8499755859375,Yes
Female,No,No,No,4,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.650001525878906,137.85000610351562,Yes
Female,No,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.79999923706055,1941.5,No
Female,No,No,No,50,No,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.70000076293945,1932.75,No
Female,No,Yes,Yes,48,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.050048828125,No
Female,No,No,Yes,50,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),20.149999618530277,970.8499755859376,No
Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.55000305175781,5810.89990234375,No
Male,No,No,Yes,10,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),24.799999237060547,223.8999938964844,No
Female,No,No,No,18,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.649999618530277,391.7000122070313,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.94999694824219,79.94999694824219,Yes
Female,No,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,19.299999237060547,19.299999237060547,Yes
Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0500030517578,811.6500244140625,No
Male,No,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,90.75,174.75,No
Female,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.8499984741211,3126.85009765625,No
Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.5,6841.4501953125,No
Female,No,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.1999969482422,3754.60009765625,Yes
Male,No,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55000305175781,1406.6500244140625,No
Male,Yes,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.19999694824219,834.7000122070312,No
Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.19999694824219,627.4000244140625,Yes
Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0,Yes
Male,No,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),59.45000076293945,3157.0,No
Male,No,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.3499984741211,3092.0,No
Female,No,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95000076293945,2168.89990234375,No
Male,No,No,No,34,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),26.100000381469727,980.3499755859376,No
Female,No,No,No,3,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,20.200000762939453,65.94999694824219,No
Male,No,Yes,Yes,30,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,21.25,711.9000244140625,No
Female,No,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,59.400001525878906,1952.800048828125,No
Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),95.0,4368.85009765625,No
Male,No,No,No,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.900001525878906,2647.10009765625,No
Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.6500015258789,8477.599609375,No
Male,No,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.34999847412109,54.34999847412109,Yes
Female,No,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.44999694824219,4528.0,No
Female,No,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.1500015258789,1790.6500244140625,No
Male,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),20.200000762939453,845.5999755859375,No
Female,No,Yes,Yes,55,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,21.0,1210.300048828125,No
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.450000762939453,20.450000762939453,No
Female,No,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.8499984741211,854.4500122070312,No
Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.44999694824219,2429.10009765625,No
Male,No,Yes,No,5,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.950000762939453,100.4000015258789,Yes
Female,No,Yes,Yes,67,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,75.5,5229.4501953125,No
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45000076293945,44.45000076293945,No
Male,No,Yes,No,40,No,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.34999847412109,1716.449951171875,Yes
Male,No,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.55000305175781,3023.550048828125,No
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.30000305175781,75.30000305175781,Yes
Male,No,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.8000030517578,4837.60009765625,Yes
Male,No,Yes,Yes,42,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.150001525878906,2032.300048828125,No
Male,No,Yes,Yes,23,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,19.649999618530277,436.8999938964844,No
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55000305175781,70.55000305175781,Yes
Female,No,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.149999618530277,20.149999618530277,No
Female,No,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.5999984741211,5893.9501953125,No
Male,No,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.050048828125,No
Male,No,Yes,Yes,12,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),25.399999618530277,313.0,No
Female,No,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.94999694824219,3871.85009765625,No
Female,No,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.8499984741211,458.1000061035156,No
Female,No,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.1500015258789,2745.699951171875,Yes
Male,No,Yes,Yes,16,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,20.149999618530277,341.3500061035156,No
Female,No,No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.8499984741211,1336.800048828125,No
Male,Yes,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.8499984741211,2181.75,No
Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.5,147.75,No
Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9000015258789,818.4500122070312,No
Female,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.0500030517578,7133.4501953125,No
Male,No,No,No,18,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,19.0,348.79998779296875,No
Male,No,No,Yes,6,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.549999237060547,128.60000610351562,No
Female,No,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.0999984741211,4674.39990234375,No
Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.0999984741211,1737.449951171875,No
Male,No,No,No,68,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),24.149999618530277,1498.8499755859375,No
Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.09999847412109,50.09999847412109,No
Female,No,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.5999984741211,1797.75,No
Female,No,No,Yes,24,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.75,498.1000061035156,No
Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,Yes
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55000305175781,184.1000061035156,Yes
Male,No,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8000030517578,5498.7998046875,No
Female,No,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.5,4845.39990234375,No
Female,No,No,No,15,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),25.049999237060547,369.1000061035156,No
Female,No,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.69999694824219,6096.89990234375,No
Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.80000305175781,160.75,Yes
Male,No,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.5999984741211,2684.35009765625,No
Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.14990234375,Yes
Male,No,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.0999984741211,6994.7998046875,No
Female,No,No,No,13,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.200000762939453,273.25,No
Female,Yes,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,94.0500030517578,5483.89990234375,No
Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,1233.6500244140625,Yes
Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4000015258789,527.9000244140625,Yes
Female,No,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,4985.89990234375,No
Female,No,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.3499755859375,No
Female,No,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.84999847412109,111.4000015258789,No
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95000076293945,43.95000076293945,No
Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.05000305175781,308.1000061035156,No
Female,No,No,No,19,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),20.25,383.6499938964844,No
Female,No,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.1500015258789,2555.89990234375,Yes
Male,No,Yes,Yes,67,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),19.399999618530277,1284.199951171875,No
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.6500015258789,7550.2998046875,No
Male,No,Yes,No,53,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),19.899999618530277,1110.050048828125,No
Female,No,No,No,5,Yes,No,No,No,No,No,No,No,Yes,One year,No,Electronic check,19.549999237060547,99.5999984741211,No
Male,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.14990234375,No
